distbin,District,purpose,survey_value,model_value
99999,5: East Suburban,Work,0.0,1163.3466135458168
99999,6: North County West,Work,0.0,262.9482071713147
99999,7: North County East,Work,0.0,326.69322709163345
99999,8: East County,Work,0.0,0.0
99999,1: Downtown,School,0.0,15.93625498007968
99999,2: Central,School,0.0,163.34661354581672
99999,3: North City,School,0.0,1482.0717131474105
99999,4: South Suburban,School,0.0,31.872509960159363
99999,5: East Suburban,School,0.0,1776.8924302788844
99999,6: North County West,School,0.0,3900.398406374502
99999,7: North County East,School,0.0,5370.517928286853
99999,8: East County,School,0.0,155.3784860557769
99999,1: Downtown,University,0.0,7.968127490039841
99999,2: Central,University,0.0,187.25099601593627
99999,3: North City,University,0.0,494.0239043824701
99999,4: South Suburban,University,0.0,19.9203187250996
99999,5: East Suburban,University,0.0,398.4063745019921
99999,6: North County West,University,0.0,729.0836653386455
99999,7: North County East,University,0.0,944.2231075697212
99999,8: East County,University,0.0,39.8406374501992
99999,Total,Work,0.0,3143.426294820717
99999,Total,School,0.0,12896.414342629483
99999,Total,University,0.0,2820.7171314741036
