tripmode,tourmode,purpose,value,grp_var
13,Walk-Transit,schl,0,schltourmode6
10,PNR-Transit,schl,0,schltourmode7
11,PNR-Transit,schl,0,schltourmode7
12,PNR-Transit,schl,0,schltourmode7
13,PNR-Transit,schl,0,schltourmode7
10,KNR-Transit,schl,0,schltourmode8
11,KNR-Transit,schl,0,schltourmode8
12,KNR-Transit,schl,0,schltourmode8
13,KNR-Transit,schl,0,schltourmode8
10,TNC-Transit,schl,0,schltourmode9
11,TNC-Transit,schl,0,schltourmode9
12,TNC-Transit,schl,0,schltourmode9
13,TNC-Transit,schl,0,schltourmode9
10,Taxi,schl,0,schltourmode10
11,Taxi,schl,0,schltourmode10
12,Taxi,schl,0,schltourmode10
13,Taxi,schl,0,schltourmode10
10,TNC-Single,schl,0,schltourmode11
11,TNC-Single,schl,0,schltourmode11
12,TNC-Single,schl,0,schltourmode11
13,TNC-Single,schl,0,schltourmode11
10,TNC-Shared,schl,0,schltourmode12
11,TNC-Shared,schl,0,schltourmode12
12,TNC-Shared,schl,0,schltourmode12
13,TNC-Shared,schl,0,schltourmode12
10,Total,schl,0,schlTotal
11,Total,schl,0,schlTotal
12,Total,schl,0,schlTotal
13,Total,schl,0,schlTotal
10,Auto SOV,imain,0,imaintourmode1
11,Auto SOV,imain,0,imaintourmode1
12,Auto SOV,imain,0,imaintourmode1
13,Auto SOV,imain,0,imaintourmode1
10,Auto 2 Person,imain,0,imaintourmode2
11,Auto 2 Person,imain,0,imaintourmode2
12,Auto 2 Person,imain,0,imaintourmode2
13,Auto 2 Person,imain,0,imaintourmode2
10,Auto 3+ Person,imain,0,imaintourmode3
11,Auto 3+ Person,imain,0,imaintourmode3
12,Auto 3+ Person,imain,0,imaintourmode3
13,Auto 3+ Person,imain,0,imaintourmode3
10,Walk,imain,0,imaintourmode4
11,Walk,imain,0,imaintourmode4
12,Walk,imain,0,imaintourmode4
13,Walk,imain,0,imaintourmode4
10,Bike/Moped,imain,0,imaintourmode5
11,Bike/Moped,imain,0,imaintourmode5
12,Bike/Moped,imain,0,imaintourmode5
13,Bike/Moped,imain,0,imaintourmode5
10,Walk-Transit,imain,0,imaintourmode6
11,Walk-Transit,imain,0,imaintourmode6
12,Walk-Transit,imain,0,imaintourmode6
13,Walk-Transit,imain,0,imaintourmode6
10,PNR-Transit,imain,0,imaintourmode7
11,PNR-Transit,imain,0,imaintourmode7
12,PNR-Transit,imain,0,imaintourmode7
13,PNR-Transit,imain,0,imaintourmode7
10,KNR-Transit,imain,0,imaintourmode8
11,KNR-Transit,imain,0,imaintourmode8
12,KNR-Transit,imain,0,imaintourmode8
13,KNR-Transit,imain,0,imaintourmode8
10,TNC-Transit,imain,0,imaintourmode9
11,TNC-Transit,imain,0,imaintourmode9
12,TNC-Transit,imain,0,imaintourmode9
13,TNC-Transit,imain,0,imaintourmode9
10,Taxi,imain,0,imaintourmode10
11,Taxi,imain,0,imaintourmode10
12,Taxi,imain,0,imaintourmode10
13,Taxi,imain,0,imaintourmode10
10,TNC-Single,imain,0,imaintourmode11
11,TNC-Single,imain,0,imaintourmode11
12,TNC-Single,imain,0,imaintourmode11
13,TNC-Single,imain,0,imaintourmode11
10,TNC-Shared,imain,0,imaintourmode12
11,TNC-Shared,imain,0,imaintourmode12
12,TNC-Shared,imain,0,imaintourmode12
13,TNC-Shared,imain,0,imaintourmode12
10,Total,imain,0,imainTotal
11,Total,imain,0,imainTotal
12,Total,imain,0,imainTotal
13,Total,imain,0,imainTotal
10,Auto SOV,idisc,0,idisctourmode1
11,Auto SOV,idisc,0,idisctourmode1
12,Auto SOV,idisc,0,idisctourmode1
13,Auto SOV,idisc,0,idisctourmode1
10,Auto 2 Person,idisc,0,idisctourmode2
11,Auto 2 Person,idisc,0,idisctourmode2
12,Auto 2 Person,idisc,0,idisctourmode2
13,Auto 2 Person,idisc,0,idisctourmode2
10,Auto 3+ Person,idisc,0,idisctourmode3
11,Auto 3+ Person,idisc,0,idisctourmode3
12,Auto 3+ Person,idisc,0,idisctourmode3
13,Auto 3+ Person,idisc,0,idisctourmode3
10,Walk,idisc,0,idisctourmode4
11,Walk,idisc,0,idisctourmode4
12,Walk,idisc,0,idisctourmode4
13,Walk,idisc,0,idisctourmode4
10,Bike/Moped,idisc,0,idisctourmode5
11,Bike/Moped,idisc,0,idisctourmode5
12,Bike/Moped,idisc,0,idisctourmode5
13,Bike/Moped,idisc,0,idisctourmode5
10,Walk-Transit,idisc,0,idisctourmode6
11,Walk-Transit,idisc,0,idisctourmode6
12,Walk-Transit,idisc,0,idisctourmode6
13,Walk-Transit,idisc,0,idisctourmode6
10,PNR-Transit,idisc,0,idisctourmode7
11,PNR-Transit,idisc,0,idisctourmode7
12,PNR-Transit,idisc,0,idisctourmode7
13,PNR-Transit,idisc,0,idisctourmode7
10,KNR-Transit,idisc,0,idisctourmode8
11,KNR-Transit,idisc,0,idisctourmode8
12,KNR-Transit,idisc,0,idisctourmode8
13,KNR-Transit,idisc,0,idisctourmode8
10,TNC-Transit,idisc,0,idisctourmode9
11,TNC-Transit,idisc,0,idisctourmode9
12,TNC-Transit,idisc,0,idisctourmode9
13,TNC-Transit,idisc,0,idisctourmode9
10,Taxi,idisc,0,idisctourmode10
11,Taxi,idisc,0,idisctourmode10
12,Taxi,idisc,0,idisctourmode10
13,Taxi,idisc,0,idisctourmode10
10,TNC-Single,idisc,0,idisctourmode11
11,TNC-Single,idisc,0,idisctourmode11
12,TNC-Single,idisc,0,idisctourmode11
13,TNC-Single,idisc,0,idisctourmode11
10,TNC-Shared,idisc,0,idisctourmode12
11,TNC-Shared,idisc,0,idisctourmode12
12,TNC-Shared,idisc,0,idisctourmode12
13,TNC-Shared,idisc,0,idisctourmode12
10,Total,idisc,0,idiscTotal
11,Total,idisc,0,idiscTotal
12,Total,idisc,0,idiscTotal
13,Total,idisc,0,idiscTotal
10,Auto SOV,jmain,0,jmaintourmode1
11,Auto SOV,jmain,0,jmaintourmode1
12,Auto SOV,jmain,0,jmaintourmode1
13,Auto SOV,jmain,0,jmaintourmode1
10,Auto 2 Person,jmain,0,jmaintourmode2
11,Auto 2 Person,jmain,0,jmaintourmode2
12,Auto 2 Person,jmain,0,jmaintourmode2
13,Auto 2 Person,jmain,0,jmaintourmode2
10,Auto 3+ Person,jmain,0,jmaintourmode3
11,Auto 3+ Person,jmain,0,jmaintourmode3
12,Auto 3+ Person,jmain,0,jmaintourmode3
13,Auto 3+ Person,jmain,0,jmaintourmode3
10,Walk,jmain,0,jmaintourmode4
11,Walk,jmain,0,jmaintourmode4
12,Walk,jmain,0,jmaintourmode4
13,Walk,jmain,0,jmaintourmode4
10,Bike/Moped,jmain,0,jmaintourmode5
11,Bike/Moped,jmain,0,jmaintourmode5
12,Bike/Moped,jmain,0,jmaintourmode5
13,Bike/Moped,jmain,0,jmaintourmode5
10,Walk-Transit,jmain,0,jmaintourmode6
11,Walk-Transit,jmain,0,jmaintourmode6
12,Walk-Transit,jmain,0,jmaintourmode6
13,Walk-Transit,jmain,0,jmaintourmode6
10,PNR-Transit,jmain,0,jmaintourmode7
11,PNR-Transit,jmain,0,jmaintourmode7
12,PNR-Transit,jmain,0,jmaintourmode7
13,PNR-Transit,jmain,0,jmaintourmode7
10,KNR-Transit,jmain,0,jmaintourmode8
11,KNR-Transit,jmain,0,jmaintourmode8
12,KNR-Transit,jmain,0,jmaintourmode8
13,KNR-Transit,jmain,0,jmaintourmode8
10,TNC-Transit,jmain,0,jmaintourmode9
11,TNC-Transit,jmain,0,jmaintourmode9
12,TNC-Transit,jmain,0,jmaintourmode9
13,TNC-Transit,jmain,0,jmaintourmode9
10,Taxi,jmain,0,jmaintourmode10
11,Taxi,jmain,0,jmaintourmode10
12,Taxi,jmain,0,jmaintourmode10
13,Taxi,jmain,0,jmaintourmode10
10,TNC-Single,jmain,0,jmaintourmode11
11,TNC-Single,jmain,0,jmaintourmode11
12,TNC-Single,jmain,0,jmaintourmode11
13,TNC-Single,jmain,0,jmaintourmode11
10,TNC-Shared,jmain,0,jmaintourmode12
11,TNC-Shared,jmain,0,jmaintourmode12
12,TNC-Shared,jmain,0,jmaintourmode12
13,TNC-Shared,jmain,0,jmaintourmode12
10,Total,jmain,0,jmainTotal
11,Total,jmain,0,jmainTotal
12,Total,jmain,0,jmainTotal
13,Total,jmain,0,jmainTotal
10,Auto SOV,jdisc,0,jdisctourmode1
11,Auto SOV,jdisc,0,jdisctourmode1
12,Auto SOV,jdisc,0,jdisctourmode1
13,Auto SOV,jdisc,0,jdisctourmode1
10,Auto 2 Person,jdisc,0,jdisctourmode2
11,Auto 2 Person,jdisc,0,jdisctourmode2
12,Auto 2 Person,jdisc,0,jdisctourmode2
13,Auto 2 Person,jdisc,0,jdisctourmode2
10,Auto 3+ Person,jdisc,0,jdisctourmode3
11,Auto 3+ Person,jdisc,0,jdisctourmode3
12,Auto 3+ Person,jdisc,0,jdisctourmode3
13,Auto 3+ Person,jdisc,0,jdisctourmode3
10,Walk,jdisc,0,jdisctourmode4
11,Walk,jdisc,0,jdisctourmode4
12,Walk,jdisc,0,jdisctourmode4
13,Walk,jdisc,0,jdisctourmode4
10,Bike/Moped,jdisc,0,jdisctourmode5
11,Bike/Moped,jdisc,0,jdisctourmode5
12,Bike/Moped,jdisc,0,jdisctourmode5
13,Bike/Moped,jdisc,0,jdisctourmode5
10,Walk-Transit,jdisc,0,jdisctourmode6
11,Walk-Transit,jdisc,0,jdisctourmode6
12,Walk-Transit,jdisc,0,jdisctourmode6
13,Walk-Transit,jdisc,0,jdisctourmode6
10,PNR-Transit,jdisc,0,jdisctourmode7
11,PNR-Transit,jdisc,0,jdisctourmode7
12,PNR-Transit,jdisc,0,jdisctourmode7
13,PNR-Transit,jdisc,0,jdisctourmode7
10,KNR-Transit,jdisc,0,jdisctourmode8
11,KNR-Transit,jdisc,0,jdisctourmode8
12,KNR-Transit,jdisc,0,jdisctourmode8
13,KNR-Transit,jdisc,0,jdisctourmode8
10,TNC-Transit,jdisc,0,jdisctourmode9
11,TNC-Transit,jdisc,0,jdisctourmode9
12,TNC-Transit,jdisc,0,jdisctourmode9
13,TNC-Transit,jdisc,0,jdisctourmode9
10,Taxi,jdisc,0,jdisctourmode10
11,Taxi,jdisc,0,jdisctourmode10
12,Taxi,jdisc,0,jdisctourmode10
13,Taxi,jdisc,0,jdisctourmode10
10,TNC-Single,jdisc,0,jdisctourmode11
11,TNC-Single,jdisc,0,jdisctourmode11
12,TNC-Single,jdisc,0,jdisctourmode11
13,TNC-Single,jdisc,0,jdisctourmode11
10,TNC-Shared,jdisc,0,jdisctourmode12
11,TNC-Shared,jdisc,0,jdisctourmode12
12,TNC-Shared,jdisc,0,jdisctourmode12
13,TNC-Shared,jdisc,0,jdisctourmode12
10,Total,jdisc,0,jdiscTotal
11,Total,jdisc,0,jdiscTotal
12,Total,jdisc,0,jdiscTotal
13,Total,jdisc,0,jdiscTotal
10,Auto SOV,atwork,0,atworktourmode1
11,Auto SOV,atwork,0,atworktourmode1
12,Auto SOV,atwork,0,atworktourmode1
13,Auto SOV,atwork,0,atworktourmode1
10,Auto 2 Person,atwork,0,atworktourmode2
11,Auto 2 Person,atwork,0,atworktourmode2
12,Auto 2 Person,atwork,0,atworktourmode2
13,Auto 2 Person,atwork,0,atworktourmode2
10,Auto 3+ Person,atwork,0,atworktourmode3
11,Auto 3+ Person,atwork,0,atworktourmode3
12,Auto 3+ Person,atwork,0,atworktourmode3
13,Auto 3+ Person,atwork,0,atworktourmode3
10,Walk,atwork,0,atworktourmode4
11,Walk,atwork,0,atworktourmode4
12,Walk,atwork,0,atworktourmode4
13,Walk,atwork,0,atworktourmode4
10,Bike/Moped,atwork,0,atworktourmode5
11,Bike/Moped,atwork,0,atworktourmode5
12,Bike/Moped,atwork,0,atworktourmode5
13,Bike/Moped,atwork,0,atworktourmode5
10,Walk-Transit,atwork,0,atworktourmode6
11,Walk-Transit,atwork,0,atworktourmode6
12,Walk-Transit,atwork,0,atworktourmode6
13,Walk-Transit,atwork,0,atworktourmode6
10,PNR-Transit,atwork,0,atworktourmode7
11,PNR-Transit,atwork,0,atworktourmode7
12,PNR-Transit,atwork,0,atworktourmode7
13,PNR-Transit,atwork,0,atworktourmode7
10,KNR-Transit,atwork,0,atworktourmode8
11,KNR-Transit,atwork,0,atworktourmode8
12,KNR-Transit,atwork,0,atworktourmode8
13,KNR-Transit,atwork,0,atworktourmode8
10,TNC-Transit,atwork,0,atworktourmode9
11,TNC-Transit,atwork,0,atworktourmode9
12,TNC-Transit,atwork,0,atworktourmode9
13,TNC-Transit,atwork,0,atworktourmode9
10,Taxi,atwork,0,atworktourmode10
11,Taxi,atwork,0,atworktourmode10
12,Taxi,atwork,0,atworktourmode10
13,Taxi,atwork,0,atworktourmode10
10,TNC-Single,atwork,0,atworktourmode11
11,TNC-Single,atwork,0,atworktourmode11
12,TNC-Single,atwork,0,atworktourmode11
13,TNC-Single,atwork,0,atworktourmode11
10,TNC-Shared,atwork,0,atworktourmode12
11,TNC-Shared,atwork,0,atworktourmode12
12,TNC-Shared,atwork,0,atworktourmode12
13,TNC-Shared,atwork,0,atworktourmode12
10,Total,atwork,0,atworkTotal
11,Total,atwork,0,atworkTotal
12,Total,atwork,0,atworkTotal
13,Total,atwork,0,atworkTotal
10,Auto SOV,total,0,totaltourmode1
11,Auto SOV,total,0,totaltourmode1
12,Auto SOV,total,0,totaltourmode1
13,Auto SOV,total,0,totaltourmode1
10,Auto 2 Person,total,0,totaltourmode2
11,Auto 2 Person,total,0,totaltourmode2
12,Auto 2 Person,total,0,totaltourmode2
13,Auto 2 Person,total,0,totaltourmode2
10,Auto 3+ Person,total,0,totaltourmode3
11,Auto 3+ Person,total,0,totaltourmode3
12,Auto 3+ Person,total,0,totaltourmode3
13,Auto 3+ Person,total,0,totaltourmode3
10,Walk,total,0,totaltourmode4
11,Walk,total,0,totaltourmode4
12,Walk,total,0,totaltourmode4
13,Walk,total,0,totaltourmode4
10,Bike/Moped,total,0,totaltourmode5
11,Bike/Moped,total,0,totaltourmode5
12,Bike/Moped,total,0,totaltourmode5
13,Bike/Moped,total,0,totaltourmode5
10,Walk-Transit,total,0,totaltourmode6
11,Walk-Transit,total,0,totaltourmode6
12,Walk-Transit,total,0,totaltourmode6
13,Walk-Transit,total,0,totaltourmode6
10,PNR-Transit,total,0,totaltourmode7
11,PNR-Transit,total,0,totaltourmode7
12,PNR-Transit,total,0,totaltourmode7
13,PNR-Transit,total,0,totaltourmode7
10,KNR-Transit,total,0,totaltourmode8
11,KNR-Transit,total,0,totaltourmode8
12,KNR-Transit,total,0,totaltourmode8
13,KNR-Transit,total,0,totaltourmode8
10,TNC-Transit,total,0,totaltourmode9
11,TNC-Transit,total,0,totaltourmode9
12,TNC-Transit,total,0,totaltourmode9
13,TNC-Transit,total,0,totaltourmode9
10,Taxi,total,0,totaltourmode10
11,Taxi,total,0,totaltourmode10
12,Taxi,total,0,totaltourmode10
13,Taxi,total,0,totaltourmode10
10,TNC-Single,total,0,totaltourmode11
11,TNC-Single,total,0,totaltourmode11
12,TNC-Single,total,0,totaltourmode11
13,TNC-Single,total,0,totaltourmode11
10,TNC-Shared,total,0,totaltourmode12
11,TNC-Shared,total,0,totaltourmode12
12,TNC-Shared,total,0,totaltourmode12
13,TNC-Shared,total,0,totaltourmode12
10,Total,total,0,totalTotal
11,Total,total,0,totalTotal
12,Total,total,0,totalTotal
13,Total,total,0,totalTotal
